RA;ano_dados;fase;idade;genero;anos_ingresso;instituicao;pedra_atual;inde_atual;indicador_auto_avaliacao;indicador_engajamento;indicador_psicossocial;indicador_aprendizagem;indicador_ponto_virada;indicador_adequacao_nivel;indicador_psico_pedagogico;defasagem
1358;2024;0;7;F;0;Pública;Ágata;6,552990476200001;9,168;7,380952381;5,01;4,0;6,17;10,0;6,25;0
1359;2024;0;7;F;0;Pública;Ametista;7,2102;8,502;9,0;5,635;6,0;6,17;10,0;5,625;0
1360;2024;0;8;M;0;Pública;Ágata;6,8480623189;8,502;7,0018115945;7,51;5,0;6,42;10,0;5,625;0
1361;2024;0;8;F;0;Pública;Topázio;8,738700000000001;9,502;9,375;5,635;10,0;8,0;10,0;7,5;0
975;2024;0;8;F;1;Pública;Ametista;7,1463666667000005;8,502;7,708333333500001;5,01;8,0;7,33;5,0;6,875;-1
1362;2024;0;7;M;0;Pública;Ametista;7,709200000000001;10,002;6,875;5,635;8,5;6,915;10,0;6,875;0
977;2024;0;8;F;1;Pública;Ametista;7,188033333300001;10,002;7,291666666499999;6,26;7,0;7,58;5,0;6,875;-1
1363;2024;0;7;F;0;Pública;Ametista;7,690800000000001;7,418;10,0;5,635;6,5;6,99;10,0;6,875;0
981;2024;0;8;F;1;Pública;Ágata;6,6513739130000005;9,002;7,010869565;6,26;6,0;6,99;5,0;6,25;-1
1364;2024;0;9;M;0;Pública;Ametista;7,570033333300001;8,002;8,4166666665;7,51;8,75;6,99;5,0;6,875;-1
1365;2024;0;9;M;0;Pública;Ametista;7,3700333333;9,002;9,7916666665;6,26;6,5;6,99;5,0;6,875;-1
1366;2024;0;8;F;0;Pública;Ágata;6,919852173900001;9,002;6,6032608695;7,51;6,5;6,99;5,0;7,5;-1
974;2024;0;8;M;1;Pública;Ametista;7,6077217391;9,502;9,282608695499999;7,51;6,5;7,5;5,0;7,5;-1
1367;2024;0;8;F;0;Pública;Topázio;8,427286956500001;10,002;8,3804347825;7,51;8,75;7,5;10,0;7,5;0
1368;2024;0;8;M;0;Pública;Topázio;8,6012;7,002;10,0;7,51;9,5;7,5;10,0;7,5;0
1369;2024;0;7;F;0;Pública;Topázio;8,052286956500001;8,502;8,6304347825;6,26;8,0;7,5;10,0;7,5;0
978;2024;0;8;F;1;Pública;Ametista;7,4637;9,502;9,5;6,26;6,5;7,5;5,0;6,875;-1
1370;2024;0;9;M;0;Pública;Topázio;8,0456444444;10,002;8,722222222;7,51;9,0;7,5;5,0;7,5;-1
1371;2024;0;11;F;0;Pública;Ágata;6,4843521739;7,502;6,9782608695;7,51;4,5;7,5;5,0;6,875;-1
1372;2024;0;8;F;0;Pública;Ametista;7,9632000000000005;9,502;10,0;8,13;4,75;7,5;10,0;7,5;0
1373;2024;0;9;F;0;Pública;Ametista;7,577286956500001;9,502;8,8804347825;7,51;6,75;7,5;5,0;7,5;-1
1374;2024;0;9;M;0;Pública;Ametista;7,3707652174;9,502;9,347826087;7,51;5,25;7,5;5,0;7,5;-1
1375;2024;0;9;M;0;Pública;Topázio;8,101200000000002;9,502;10,0;7,51;8,25;7,5;5,0;7,5;-1
1376;2024;0;9;M;0;Pública;Topázio;8,2742769231;9,002;9,6153846155;7,51;9,75;7,5;5,0;7,5;-1
994;2024;0;9;F;1;Pública;Ametista;7,7982217391;9,002;9,532608695499999;6,88;8,25;7,33;5,0;6,875;-1
1377;2024;0;8;M;0;Pública;Ametista;7,8987;9,002;10,0;8,13;5,5;6,99;10,0;6,875;0
1378;2024;0;10;F;0;Pública;Ametista;7,6703428571;9,002;9,2857142855;8,13;6,75;7,5;5,0;7,5;-1
1379;2024;0;8;M;0;Pública;Ágata;6,638292105300001;9,502;8,6842105265;3,755;7,25;5,16;5,0;5,9375;-1
1380;2024;0;8;M;0;Pública;Ametista;7,964342230600001;9,502;8,784461152999999;4,385;8,0;7,5;10,0;7,1875;0
770;2024;0;9;M;2;Pública;Ametista;7,3057112782;10,002;9,022556391;7,51;5,0;7,5;5,0;7,5;-1
1381;2024;0;8;F;0;Pública;Topázio;9,038200000000002;9,502;10,0;8,13;9,5;7,5;10,0;8,75;0
1382;2024;0;9;F;0;Pública;Ametista;7,834830952400001;8,502;9,761904762;7,51;7,5;7,5;5,0;7,8125;-1
1383;2024;0;8;F;0;Pública;Topázio;8,3720803259;8,502;9,2606516295;7,51;8,5;7,5;10,0;7,1875;0
1384;2024;0;10;M;0;Pública;Ágata;6,221984461100001;8,002;7,5689223055;7,51;5,0;5,16;5,0;6,25;-2
1385;2024;0;8;M;0;Pública;Ametista;7,7262;10,002;10,0;4,385;8,0;7,5;5,0;6,875;-1
1386;2024;0;8;F;0;Pública;Ametista;7,803580952400001;9,002;9,761904762;7,51;7,25;7,5;5,0;7,5;-1
1387;2024;0;8;F;0;Pública;Ametista;7,8030796992;9,502;8,759398496;7,51;8,0;7,5;5,0;7,5;-1
1388;2024;0;8;F;0;Pública;Ametista;7,015057142799999;9,002;8,214285713999999;6,88;5,0;7,67;5,0;7,5;-1
1389;2024;0;7;F;0;Pública;Topázio;8,980533333299999;9,002;9,7916666665;6,88;10,0;8,42;10,0;7,5;0
1390;2024;0;7;F;0;Pública;Topázio;8,4930333333;9,502;9,7916666665;5,005;8,25;8,42;10,0;7,5;0
1391;2024;0;7;M;0;Pública;Topázio;8,8435333333;8,502;9,2916666665;7,51;10,0;8,17;10,0;7,5;0
1392;2024;0;9;M;0;Pública;Quartzo;5,4262;9,002;5,625;7,51;0,0;7,0;5,0;7,5;-1
1393;2024;0;7;F;0;Pública;Ametista;7,2597000000000005;9,502;7,5;3,755;5,0;8,42;10,0;7,5;0
990;2024;1;10;M;1;Pública;Ametista;7,812283333400001;9,502;7,5;7,51;8,0;8,336666667;5,0;8,4375;-1
1394;2024;1;10;F;0;Pública;Ametista;7,503255555500002;9,502;8,6944444445;7,51;5,75;8,003333333;5,0;8,125;-1
991;2024;1;10;F;1;Pública;Ametista;7,057230303000001;9,002;8,181818182;6,26;6,5;6,723333333;5,0;7,5;-1
1018;2024;1;10;M;1;Pública;Ametista;7,7054045454;8,502;7,727272727;6,26;8,25;8,45;5,0;8,4375;-1
1395;2024;1;9;F;0;Pública;Topázio;8,5997833334;9,502;10,0;7,51;7,75;7,836666667;10,0;7,8125;0
1396;2024;1;11;F;0;Pública;Ametista;7,8477;9,502;10,0;7,51;6,5;7,67;5,0;8,125;-1
1025;2024;1;10;M;1;Pública;Ametista;7,897071212;9,002;7,727272727;7,51;9,0;7,783333333;5,0;8,4375;-1
1019;2024;1;9;F;1;Pública;Topázio;8,692255194900001;9,502;9,3073593075;6,26;8,75;8,616666667;10,0;7,8125;0
879;2024;1;10;F;1;Pública;Topázio;8,1096318182;9,502;9,090909091;6,26;8,5;8,67;5,0;7,8125;-1
1020;2024;1;10;F;1;Pública;Topázio;8,9544954545;9,002;9,7727272725;6,88;9,0;8,84;10,0;8,4375;0
1021;2024;1;10;M;1;Pública;Topázio;8,0985863636;9,502;9,318181818;7,51;8,0;7,95;5,0;8,4375;-1
1022;2024;1;10;M;1;Pública;Ametista;7,613169697000002;9,502;9,318181818;6,26;6,5;8,116666667;5,0;7,5;-1
1397;2024;1;10;F;0;Pública;Ametista;7,8280333334000005;9,002;10,0;6,26;7,0;7,946666667;5,0;8,125;-1
699;2024;1;11;M;2;Pública;Ágata;6,427771212000001;6,334;7,727272727000001;6,26;6,5;5,833333333;5,0;6,5625;-1
1398;2024;1;11;F;0;Pública;Ametista;7,989700527000001;6,918;9,555335968;7,51;8,0;8,616666667;5,0;8,125;-1
871;2024;1;10;M;1;Pública;Ametista;7,2917293147999995;8,502;9,328063240999999;4,38;7,25;5,783333333;10,0;5,3125;0
1399;2024;1;11;F;0;Pública;Ametista;7,438578787899999;9,002;9,7727272725;5,005;6,0;8,166666667;5,0;7,5;-1
873;2024;1;12;F;1;Pública;Ametista;7,61095;8,002;10,0;6,88;6,75;7,77;5,0;7,1875;-2
898;2024;1;10;M;1;Pública;Ametista;7,8661333334000005;6,418;10,0;7,51;7,5;8,616666667;5,0;7,5;-1
750;2024;1;12;M;3;Pública;Quartzo;4,542230369;6,249;5,938735178;4,38;3,75;3,176666667;5,0;4,0625;-2
899;2024;1;9;M;1;Pública;Topázio;8,425024769300002;10,002;9,1007905135;5,635;8,25;7,893333333;10,0;8,125;0
878;2024;1;11;M;1;Pública;Ágata;6,5335560606000005;9,002;6,1363636360000005;4,38;6,75;6,996666667;5,0;7,1875;-1
893;2024;1;10;M;1;Pública;Topázio;8,8910333334;9,002;10,0;7,51;9,25;7,886666667;10,0;8,125;0
1024;2024;1;11;F;1;Pública;Topázio;8,6516166666;8,002;10,0;7,51;10,0;8,783333333;5,0;8,4375;-1
900;2024;1;9;F;1;Pública;Topázio;8,802003030200002;9,002;9,318181818;8,13;8,5;8,563333333;10,0;8,125;0
903;2024;1;9;F;1;Pública;Topázio;8,0758287879;10,002;9,7727272725;7,505;5,0;7,946666667;10,0;7,8125;0
1400;2024;1;9;M;0;Pública;Ametista;7,622839525700001;8,418;6,6501976285;7,51;7,25;7,5;10,0;7,5;0
851;2024;1;10;M;2;Pública;Ágata;6,2114602109;9,002;7,3221343875;5,63;6,0;5,106666667;5,0;5,625;-1
1028;2024;1;12;M;1;Pública;Ametista;7,1404338602;8,002;7,055335968;5,63;7,5;8,393333333;5,0;6,875;-2
922;2024;1;9;F;1;Pública;Topázio;8,5209954545;9,002;9,5227272725;7,51;7,75;8,17;10,0;7,8125;0
684;2024;1;9;M;2;Privada;Ametista;7,769381818200001;10,002;9,090909091;7,51;4,25;8,0;10,0;7,5;0
1031;2024;1;11;M;1;Pública;Ágata;6,8757227273;9,502;8,6363636365;7,51;6,25;5,83;5,0;5,3125;-1
892;2024;1;9;M;1;Pública;Topázio;8,697700000000001;8,002;10,0;7,51;8,75;7,92;10,0;8,125;0
1029;2024;1;10;F;1;Pública;Ametista;7,797790909100001;9,002;8,7954545455;6,885;8,75;7,25;5,0;7,5;-1
1032;2024;1;11;M;1;Pública;Topázio;8,01645;8,502;9,75;7,51;8,0;7,92;5,0;7,8125;-1
894;2024;1;10;F;1;Pública;Topázio;8,67895;10,002;10,0;7,51;9,5;8,42;5,0;8,4375;-1
1401;2024;1;13;M;0;Pública;Topázio;8,1188277778;6,918;8,888888889;7,51;10,0;8,085;5,0;7,8125;-2
896;2024;1;8;M;1;Pública;Topázio;8,2852454545;8,502;9,7727272725;7,51;6,5;8,085;10,0;8,125;0
693;2024;1;9;F;2;Pública;Topázio;8,9079954545;10,002;9,5227272725;9,38;8,0;8,42;10,0;7,8125;0
743;2024;1;11;F;2;Pública;Ametista;7,655745454500001;9,002;9,2727272725;7,51;7,0;7,5;5,0;7,5;-1
681;2024;1;11;M;2;Privada;Ágata;6,0398818182000005;9,502;7,840909091;6,26;2,5;6,665;5,0;5,625;-1
1035;2024;1;10;M;1;Pública;Ametista;7,833495454500001;9,502;9,0227272725;7,51;7,0;7,92;5,0;8,4375;-1
850;2024;1;10;M;2;Pública;Ametista;7,864245454500001;10,002;9,2727272725;6,255;7,75;7,92;5,0;7,5;-1
1402;2024;1;10;F;0;Pública;Topázio;8,588040909100002;10,002;9,5454545455;7,51;7,25;8,17;10,0;8,4375;0
1403;2024;1;11;F;0;Pública;Topázio;8,257421861500001;9,002;9,3073593075;7,51;8,75;8,255;5,0;8,4375;-1
1404;2024;1;9;F;0;Pública;Topázio;8,3971318182;8,502;9,090909091;7,51;7,5;8,17;10,0;8,4375;0
923;2024;1;9;F;1;Pública;Ametista;7,688609090900001;8,002;7,9545454545;7,51;5,5;8,17;10,0;8,125;0
847;2024;1;11;M;2;Pública;Quartzo;5,009290909100001;9,002;4,5454545455;5,01;1,0;6,245;5,0;7,5;-1
1405;2024;1;10;F;0;Pública;Topázio;8,4749727273;8,002;8,6363636365;7,51;8,75;8,17;10,0;8,125;0
1406;2024;1;10;F;0;Pública;Ametista;7,8186772727000005;8,002;8,8636363635;7,51;7,5;8,255;5,0;8,4375;-1
1407;2024;1;10;M;0;Pública;Ametista;7,546086363600001;10,002;9,318181818;7,51;5,75;7,5;5,0;7,8125;-1
1408;2024;1;11;M;0;Pública;Ametista;7,626768181800001;10,002;8,409090909;7,51;6,75;7,5;5,0;8,4375;-1
1409;2024;1;10;M;0;Pública;Ametista;7,863131818100001;10,002;9,0909090905;7,51;7,25;7,5;5,0;8,4375;-1
1410;2024;1;11;M;0;Pública;Ametista;7,5319272727;9,002;8,1136363635;7,51;6,25;8,165;5,0;8,75;-1
874;2024;1;10;M;1;Pública;Ametista;7,0235939394;9,502;4,696969697;6,26;7,75;7,915;5,0;8,75;-1
1411;2024;1;11;M;0;Pública;Ágata;6,886950000000001;9,002;9,5;6,26;2,75;7,835;5,0;8,4375;-1
1412;2024;1;10;M;0;Pública;Topázio;9,204671861500001;10,002;9,3073593075;7,51;9,75;8,835;10,0;8,75;0
690;2024;1;11;F;2;Pública;Ametista;7,3853681818000005;7,918;8,409090909;7,51;6,25;7,835;5,0;8,4375;-1
1413;2024;1;12;M;0;Pública;Ametista;7,747564718600001;9,002;8,593073593;7,51;7,25;7,92;5,0;8,4375;-2
1414;2024;1;10;F;0;Pública;Topázio;8,840007359300001;9,502;9,2965367965;6,885;8,5;8,835;10,0;8,75;0
995;2024;1;12;F;1;Pública;Quartzo;5,110372077899999;10,002;5,3896103895;5,635;2,0;4,25;5,0;7,1875;-2
853;2024;1;10;F;2;Pública;Ametista;7,986866666600001;8,502;9,5833333335;6,26;6,25;7,553333333;10,0;8,333333333;0
854;2024;1;9;F;2;Pública;Ametista;7,826199999900001;9,502;10,0;6,26;7,0;6,333333333;10,0;5,833333333;0
1415;2024;1;10;F;0;Pública;Ametista;7,3712454546;8,002;9,7727272725;6,26;6,75;7,056666667;5,0;7,291666667;-1
842;2024;1;10;F;2;Pública;Ametista;7,072914756400001;8,502;7,549407115;6,26;7,5;6,996666667;5,0;6,875;-1
700;2024;1;11;F;2;Pública;Ametista;7,005745454500001;8,502;9,564393939;5,635;5,25;7,0;5,0;7,291666667;-1
1416;2024;1;12;F;0;Pública;Ametista;7,375503030400001;8,502;8,2765151515;7,51;7,75;6,386666667;5,0;7,916666667;-1
911;2024;1;12;M;1;Pública;Quartzo;5,4552454547;8,002;4,772727273;7,51;4,5;4,726666667;5,0;6,041666667;-2
859;2024;1;9;F;2;Pública;Topázio;8,5817909091;8,002;9,337121212;7,51;8,0;8,336666667;10,0;8,958333333;0
860;2024;1;9;M;2;Pública;Topázio;8,7738666667;9,002;9,7916666665;7,51;8,5;7,946666667;10,0;8,75;0
727;2024;1;10;M;2;Pública;Topázio;8,447003030300001;10,002;8,4848484845;6,26;8,5;8,056666667;10,0;8,125;0
1417;2024;1;10;M;0;Pública;Ametista;7,7436242424;9,002;9,337121212;7,51;9,0;6,5;5,0;6,25;-1
910;2024;1;9;M;1;Pública;Topázio;8,1163818182;8,502;8,674242424500001;7,51;7,5;7,443333333;10,0;7,916666667;0
840;2024;1;10;M;2;Pública;Topázio;8,5912909091;9,502;9,337121212;7,51;8,0;7,946666667;10,0;8,333333333;0
926;2024;1;10;F;1;Pública;Ametista;7,7830787878;9,002;9,7727272725;7,51;7,0;7,22;5,0;8,333333333;-1
1418;2024;1;11;M;0;Pública;Ametista;7,7352909091000015;8,502;9,128787879;7,51;8,25;6,833333333;5,0;7,916666667;-1
927;2024;1;10;F;1;Pública;Ametista;7,9921696969000005;8,002;9,318181818;7,51;6,5;7,22;10,0;8,333333333;0
672;2024;1;11;F;3;Pública;Quartzo;4,2118138341;7,918;3,9525691700000003;6,26;0,0;4,496666667;5,0;6,041666667;-1
1043;2024;1;11;M;1;Pública;Ametista;7,539847562500002;10,002;7,994071146;7,51;8,25;6,553333333;5,0;7,291666667;-1
738;2024;1;10;F;2;Pública;Ametista;7,2626980238000005;10,002;7,292490119;6,885;7,25;7,39;5,0;6,875;-1
1419;2024;1;10;F;0;Pública;Topázio;8,7536999999;8,502;10,0;7,51;7,5;8,783333333;10,0;8,958333333;0
704;2024;1;12;M;2;Pública;Ágata;6,8121156785000005;7,502;8,646245059;5,635;6,5;6,616666667;5,0;6,458333333;-1
705;2024;1;12;M;2;Pública;Quartzo;5,294247619100001;9,002;6,4285714285;5,005;3,5;4,226666667;5,0;5,625;-1
822;2024;1;12;M;2;Pública;Quartzo;5,2645678524;0,0;4,6245059285;5,01;6,75;6,61;5,0;6,666666667;-2
740;2024;1;11;F;2;Privada;Topázio;8,1611005269;9,002;9,555335968;7,51;8,0;8,223333333;5,0;8,541666667;-1
741;2024;1;12;F;2;Pública;Quartzo;5,0795885374;8,418;5,2964426875;5,005;3,75;4,223333333;5,0;5,833333333;-1
1420;2024;1;12;M;0;Pública;Quartzo;5,6558;7,918;5,520833333500001;6,26;4,5;5,44;5,0;6,458333333;-2
709;2024;1;12;F;2;Pública;Ágata;6,833780895800001;7,418;7,994071146;7,51;6,0;6,773333333;5,0;6,875;-1
1421;2024;1;11;M;0;Pública;Ametista;7,126922222200001;9,002;6,777777778;7,51;7,5;7,163333333;5,0;6,875;-1
1422;2024;1;11;F;0;Pública;Ametista;7,0132;9,502;7,5;7,51;4,75;7,7475;5,0;8,125;-1
1423;2024;1;11;M;0;Pública;Ágata;6,403450000000001;8,502;5,3125;7,51;5,75;6,5425;5,0;7,8125;-1
733;2024;1;10;F;2;Pública;Topázio;8,808825;10,002;10,0;7,51;9,25;9,085;5,0;8,90625;-1
836;2024;1;11;M;2;Pública;Ágata;6,0234537878;9,502;6,439393939;7,51;2,75;6,25;5,0;7,34375;-1
1424;2024;1;12;F;0;Pública;Ametista;7,5543388889;9,002;8,9444444445;7,51;7,25;6,915;5,0;7,8125;-1
1425;2024;1;12;M;0;Pública;Ágata;6,8290988095000005;9,002;6,7976190475;7,51;7,0;5,92;5,0;7,34375;-1
1426;2024;1;11;F;1;Pública;Quartzo;5,8367476190000005;9,502;5,845238095;7,51;2,75;5,8325;5,0;7,5;-1
716;2024;1;11;M;2;Pública;Ágata;6,2372943675000005;9,002;5,5335968375;7,51;5,75;5,7875;5,0;6,71875;-1
1049;2024;1;11;M;1;Pública;Ágata;6,821885606;9,502;8,03030303;7,51;4,5;6,745;5,0;7,65625;-1
1427;2024;1;11;F;0;Pública;Topázio;8,425325;9,502;10,0;7,51;8,0;8,6675;5,0;8,90625;-1
1052;2024;1;10;M;1;Pública;Ametista;7,744032575800001;5,834;9,128787879;6,26;8,25;8,4975;5,0;8,59375;-1
719;2024;1;12;M;3;Pública;Ametista;7,1193969697;10,002;7,3484848485;7,51;6,5;6,7425;5,0;7,5;-1
1055;2024;1;12;M;1;Pública;Ágata;6,403040909100001;10,002;5,7954545455;7,51;5,5;5,87;5,0;7,1875;-2
747;2024;1;12;F;2;Pública;Quartzo;5,8450809523;10,002;8,095238095;5,005;2,25;5,335;5,0;7,083333333;-2
928;2024;1;9;F;1;Pública;Topázio;8,8733666667;8,002;10,0;7,51;8,75;8,59;10,0;8,541666667;0
748;2024;1;11;M;3;Pública;Topázio;8,2272;9,502;10,0;7,51;7,75;8,005;5,0;8,75;-1
769;2024;1;11;F;2;Pública;Ametista;7,099342857200002;10,002;5,9523809525;7,51;6,0;8,33;5,0;7,916666667;-1
876;2024;1;9;M;1;Pública;Ametista;7,612057142800001;8,502;9,0476190475;7,51;3,75;8,09;10,0;8,333333333;0
776;2024;1;11;F;2;Pública;Quartzo;5,178509523800001;7,917;5,9523809525;5,63;0,0;6,5;5,0;8,333333333;-1
753;2024;1;10;F;2;Pública;Topázio;8,2450571429;10,002;9,047619048;7,51;8,5;8,255;5,0;8,333333333;-1
601;2024;1;10;M;3;Pública;Topázio;8,5107;9,502;10,0;7,505;8,75;8,425;5,0;8,75;-1
955;2024;1;11;F;1;Pública;Ágata;6,245452381;0,0;6,904761905;7,51;5,75;8,255;5,0;8,125;-1
831;2024;1;10;M;2;Pública;Topázio;8,0066285715;10,002;9,523809524;6,26;7,75;8,17;5,0;7,916666667;-1
1067;2024;1;11;M;1;Pública;Ametista;7,840033333300001;10,002;8,333333332999999;7,51;6,75;8,59;5,0;8,541666667;-1
1058;2024;1;10;F;1;Pública;Ametista;7,703347619;9,168;8,095238095;6,88;7,75;8,085;5,0;8,125;-1
757;2024;1;11;F;2;Pública;Ametista;7,938842857200001;9,502;9,285714286000001;7,51;7,0;8,34;5,0;8,125;-1
794;2024;1;10;F;2;Pública;Ametista;7,145652380900001;9,502;6,9047619045;7,51;3,0;8,255;10,0;8,125;0
960;2024;1;11;M;1;Pública;Quartzo;5,286047619;0,0;8,095238095;7,51;3,0;5,33;5,0;7,5;-1
587;2024;1;12;M;2;Pública;Ágata;6,817057142900001;9,002;7,380952381;7,51;6,25;5,74;5,0;7,916666667;-2
826;2024;1;10;M;2;Pública;Ametista;7,9442;10,002;10,0;6,26;6,75;8,59;5,0;7,5;-1
789;2024;1;9;F;2;Pública;Topázio;8,0443904763;9,002;9,047619048;7,51;5,25;8,085;10,0;9,166666667;0
1056;2024;1;10;M;1;Pública;Topázio;8,192009523800001;8,502;9,2857142855;7,51;8,25;8,335;5,0;9,166666667;-1
1428;2024;1;10;M;0;Pública;Topázio;8,006108496800001;8,502;8,8562091505;7,51;8,0;8,085;5,0;9,166666667;-1
830;2024;1;11;F;2;Pública;Ametista;7,1373428571;9,002;7,619047619;5,63;6,75;7,335;5,0;8,333333333;-1
780;2024;1;11;F;2;Pública;Ametista;7,7430333333;9,502;10,0;5,63;6,0;8,17;5,0;8,958333333;-1
1057;2024;1;10;F;1;Pública;Topázio;8,2352;10,002;10,0;6,26;8,0;8,17;5,0;8,75;-1
1062;2024;1;10;M;1;Pública;Ametista;7,6147238096;8,002;9,047619048;5,63;7,25;8,085;5,0;8,75;-1
1429;2024;1;11;M;0;Pública;Topázio;8,041811111100001;9,502;8,888888889;7,51;7,75;8,085;5,0;8,958333333;-1
1430;2024;1;11;M;0;Pública;Ametista;7,864033333300001;8,502;10,0;7,51;6,25;8,085;5,0;8,958333333;-1
767;2024;1;12;M;3;Pública;Topázio;8,131890476200002;9,502;9,0476190475;7,51;8,25;8,085;5,0;8,541666667;-2
943;2024;1;9;F;1;Pública;Topázio;8,965033333300001;10,002;10,0;7,51;8,0;8,59;10,0;8,958333333;0
782;2024;1;10;M;2;Pública;Topázio;8,1896285714;9,502;7,8571428569999995;7,51;7,75;8,085;10,0;7,5;0
795;2024;1;10;F;2;Pública;Topázio;8,441414285700002;9,502;9,761904762;6,26;9,5;8,085;5,0;8,958333333;-1
1431;2024;1;11;F;0;Pública;Ametista;7,9147292443;9,002;7,7432712215;7,51;8,0;9,09;5,0;7,96875;-1
1432;2024;1;10;F;0;Pública;Topázio;8,774075000000002;10,002;10,0;7,51;9,5;8,505;5,0;9,21875;-1
1433;2024;1;10;F;0;Pública;Topázio;8,1939895962;8,502;9,068322981;7,51;8,75;8,505;5,0;8,28125;-1
1434;2024;1;10;M;0;Pública;Topázio;8,2775982919;8,502;7,9813664595;6,26;9,0;9,76;5,0;9,53125;-1
958;2024;1;9;F;1;Pública;Topázio;9,531325;10,002;10,0;6,26;10,0;9,76;10,0;9,53125;0
961;2024;1;10;M;1;Pública;Ágata;6,529417908900001;9,002;8,8923395445;6,26;5,5;5,155;5,0;5,9375;-1
1435;2024;1;10;M;0;Pública;Ametista;7,7196166667;9,502;7,833333333500001;7,51;7,5;6,165;10,0;7,1875;0
755;2024;1;10;M;2;Pública;Topázio;8,925450000000001;10,002;10,0;7,51;9,75;9,09;5,0;9,0625;-1
1436;2024;1;11;F;0;Pública;Ametista;7,589914648100001;7,418;8,674948240500001;7,51;8,0;7,17;5,0;8,28125;-1
1437;2024;1;11;F;0;Pública;Ametista;7,982890217400001;8,502;9,347826087;7,51;8,0;7,92;5,0;8,28125;-1
1438;2024;1;10;F;0;Pública;Topázio;8,176825000000001;10,002;9,0;7,51;7,0;9,175;5,0;8,90625;-1
1439;2024;1;11;F;0;Pública;Topázio;8,507700000000002;7,502;10,0;7,51;8,5;9,345;5,0;9,375;-1
1440;2024;1;10;F;0;Pública;Ametista;7,469102691500001;9,002;9,544513457499999;7,51;4,5;8,17;5,0;8,75;-1
1441;2024;1;9;M;0;Pública;Topázio;8,961646169800002;9,502;9,109730849;7,51;8,5;9,005;10,0;9,375;0
1442;2024;1;13;M;0;Pública;Ametista;7,135189648100001;8,002;8,674948240500001;7,51;7,25;5,745;5,0;7,5;-2
1443;2024;1;13;F;0;Pública;Ágata;6,921633333300001;6,918;7,5;6,26;6,75;7,415;5,0;7,708333333;-2
1444;2024;1;11;M;0;Pública;Ágata;6,610588888900001;8,502;5,277777778;7,51;6,0;7,415;5,0;7,708333333;-1
956;2024;1;12;M;1;Pública;Ágata;6,1175906455;9,502;6,017786561;6,885;3,25;7,085;5,0;7,083333333;-1
952;2024;1;9;M;1;Pública;Topázio;8,853624242300002;9,502;9,545454545;6,26;8,5;9,175;10,0;8,333333333;0
939;2024;1;12;F;1;Pública;Ametista;7,051379841899999;9,002;8,8833992095;5,63;5,0;7,495;5,0;8,125;-1
953;2024;1;9;F;1;Pública;Ametista;7,961241502000001;9,002;6,85770751;6,26;8,5;7,755;10,0;8,125;0
954;2024;1;9;F;1;Pública;Topázio;8,2823798419;9,502;8,8833992095;6,26;7,75;7,835;10,0;8,125;0
792;2024;1;11;F;2;Pública;Ágata;6,036012253;8,502;5,2865612650000005;7,51;3,25;7,075;5,0;8,125;-1
1000;2024;1;9;F;1;Pública;Topázio;8,364790909100002;9,002;9,5454545455;6,26;7,75;7,835;10,0;8,125;0
763;2024;1;11;F;3;Pública;Ágata;6,984760606;9,002;8,8636363635;6,26;5,25;6,825;5,0;7,708333333;-1
1001;2024;1;10;F;1;Pública;Ametista;7,7964318841;7,502;9,347826087;7,51;7,75;7,92;5,0;7,916666667;-1
1445;2024;1;10;F;0;Pública;Ametista;7,842866666700001;9,502;9,5;7,51;7,25;7,5;5,0;7,916666667;-1
1446;2024;1;9;M;0;Pública;Quartzo;5,9004061924;8,002;6,6501976285;6,26;0,0;7,075;10,0;7,291666667;0
768;2024;1;12;F;3;Pública;Ametista;7,0345379447;9,002;7,9841897235;6,26;5,5;7,495;5,0;8,125;-1
1447;2024;1;11;F;0;Pública;Ametista;7,5402350878;9,502;9,7368421055;7,51;5,25;7,75;5,0;7,916666667;-1
980;2024;1;9;F;1;Pública;Ametista;7,946388311600001;9,002;9,058441558;7,51;6,25;7,4175;10,0;7,5;0
982;2024;1;8;M;1;Pública;Topázio;8,119860173100001;10,002;8,365800865499999;7,51;8,25;6,79;10,0;6,875;0
1448;2024;1;13;F;0;Pública;Ametista;7,466126406900001;9,002;9,5346320345;7,51;6,0;7,29;5,0;7,5;-2
1070;2024;1;12;M;1;Pública;Ágata;6,287171861500001;9,002;9,3073593075;5,635;2,25;6,6225;5,0;6,875;-1
985;2024;1;9;M;1;Pública;Topázio;8,2432;8,502;10,0;6,26;7,5;7,585;10,0;7,5;0
986;2024;1;9;F;1;Pública;Topázio;8,2603406926;10,002;9,2965367965;6,26;8,5;6,8325;10,0;7,083333333;0
810;2024;1;10;M;3;Pública;Ametista;7,704770175400001;7,502;9,4736842105;5,635;9,0;7,7525;5,0;6,458333333;-1
987;2024;1;9;M;1;Pública;Topázio;8,3028861472;9,002;9,0692640695;7,51;7,5;7,835;10,0;7,708333333;0
988;2024;1;10;F;1;Pública;Topázio;8,1765333333;9,502;10,0;7,51;7,75;7,96;5,0;8,333333333;-1
805;2024;1;10;M;3;Pública;Ágata;6,9375869048;8,502;9,523809524;4,38;6,0;6,7075;5,0;7,03125;-1
806;2024;1;10;M;2;Pública;Ágata;6,972777380900001;8,502;6,9047619045;7,51;6,75;6,875;5,0;7,65625;-1
